일시,요일,공휴일여부,조중석,1,2,3,4,5,6,7,8,9,잔반량
20110620,월요일,,1,현미찹쌀밥,단호박수제비국,함박스테이크,배추김치,오징어젓갈,함박스테이크소스,방울토마토,우유,우리밀딸기잼파이,2
20110620,월요일,,2,날치알김치볶음밥,계란후라이,다시마미소국,핫도그,방울토마토,오미자쥬스,총각김치,,,2
20110620,월요일,,3,쌀밥,해물된장국,떡양념치킨,도토리묵무침,상추겉절이,배추김치,,,,2
20110621,화요일,,1,사리곰탕(기숙사),연두부/양념장,오이부추생채,배추김치,바나나(손),우유,흑미찹쌀밥,,,2
20110621,화요일,,2,물냉면,총각김치,미니메이플피칸파이,엔요,방울토마토,,,,,2
20110621,화요일,,3,고등어()자반구이,배추김치,쌀밥,감자두부된장국,순대야채볶음,브로컬리/초고추장,,,,3
20110622,수요일,,1,쌀밥,북어계란국,참치김치볶음,비엔나꽈리볶음,석박지,콩나물무침(흰색),우유,비엔나토마토,,3
20110622,수요일,,2,검은깨찐두부/돈육김치볶음,상추겉절이,깍두기,수박,쌀밥,애호박된장찌개,,,,3
20110622,수요일,,3,현미찹쌀밥,맑은콩나물국,아삭이고추/쌈장,참나물미나리무침,총각김치,요플레,사과,돈등뼈김치찜,,3
20110623,목요일,,1,쌀밥,쇠고기미역국,감자햄볶음,배추김치,사과,오징어젓갈,우유,파프리카해물완자전,,2
20110623,목요일,,2,토마코펜라이스업밥,동태국,비빔만두,연두부/양념장,도라지 진미무침,배추김치,참외,,,3
20110623,목요일,,3,뿌리채소밥,수제치킨버거,깍두기,방울토마토,구트,,,,,2
20110624,금요일,,1,쌀밥,애플파이,근대된장국,사과,삼치구이,마늘쫑어묵볶음,우유,배추김치,,3
20110624,금요일,,2,곤드레나물밥,시레기된장국,콩나물맛살냉채,배추김치,과일샐러드,요플레,,,,3
20110627,월요일,,1,쌀밥,방아멸치시락국,숙주나물,베이컨감자채볶음,배추김치,칼슘깻잎육전,우유,바나나(손),,2
20110627,월요일,,2,단호박카레라이스,계란파국,야채어묵조림,배추김치,미니메이플피칸파이,돌스위티오파인쥬스,,,,2
20110627,월요일,,3,다시마미소국,배추김치,취나물된장무침,갑오징어야채무침,식빵피자토스트,사과,쌀밥,햄,콘계란찜,3
20110628,화요일,,1,쌀밥,돈육김치찌개,연두부/양념장,포크소시지야채볶음,콩나물무침(흰색),배추김치,우유,,,3
20110628,화요일,,2,흑미찹쌀밥,북어계란국,모듬잡채,계란장조림,무생채,배추김치,참외,,,3
20110628,화요일,,3,우동,깍두기,사과,파인애플소르베,뿌리채소밥,,,,,1
20110629,수요일,,1,흑미찹쌀밥,쇠고기미역국,돈육메추리알장조림,배추김치,마늘쫑어묵볶음,오이생채,우유,,,2
20110629,수요일,,2,쌀밥,애호박된장찌개,연근조림,상추겉절이,오리불고기,배추김치,요플레,,,2
20110629,수요일,,3,쌀밥,청국장찌개,돼지수육,양파와사비절임,배추김치,무말랭이무침,,,,2
20110630,목요일,,1,쌀밥,숯불떡갈비야채볶음,브로컬리/초고추장,배추김치,치즈케익,북어계란국,우유,오징어젓갈,,3
20110630,목요일,,2,자장라이스,오꼬노미야끼,계란파국,깍두기,엔요,사과,,,,2
20110630,목요일,,3,쌀밥,등뼈감자탕,오이생채,배추김치,후르츠탕수육,메론,,,,2
20110701,금요일,,1,쌀밥,어묵국,고등어()자반구이,궁중떡볶이,오이생채,배추김치,바나나(손),우유,,3
20110701,금요일,,2,쌀밥,감자국,돼지갈비떡찜,시금치나물,골뱅이무침/사리,배추김치,참외,,,3
20110701,금요일,,3,부대찌개,오징어볶음,콩나물무침(흰색),배추김치,오징어볶음,쌀밥,모듬잡채,,,2
20110702,토요일,,1,흑미찹쌀밥,곰탕,연두부/양념장,오이생채,배추김치,바나나(손),애플파이,딸기우유,,3
20110702,토요일,,2,날치알김치볶음밥,맑은콩나물국,후라이드닭다리,깍두기,친환경멜론,양상추샐러드,요구르트,,,3
20110702,토요일,,3,쌀밥,쇠고기미역국,닭야채볶음(떡),오꼬노미야끼,애호박나물,배추김치,사과,,,2
20110704,월요일,,1,쌀밥,애호박된장찌개,오징어젓갈,감자채볶음,비엔나야채볶음,배추김치,우유,사과,,3
20110704,월요일,,2,잡곡밥,모듬잡채,브로컬리/초고추장,깍두기,참외,삼치구이,조랭이떡국,,,3
20110704,월요일,,3,쌀밥,동태국,오이무침,계란떡볶이,김말이튀김,배추김치,바나나(손),,,3
20110705,화요일,,1,비엔나토마토,현미찹쌀밥,북어무채국,햄구이,낙지볶음,콩나물무침(흰색),배추김치,우유,,3
20110705,화요일,,2,쌀밥,문어두부국,등갈비폭립,감자채볶음,배추김치,파인애플,양상추샐러드,,,3
20110705,화요일,,3,카레라이스,우리쌀호두파이,계란파국,과일샐러드,배추김치,엔요,,,,2
20110706,수요일,,1,현미찹쌀밥,우리밀딸기잼파이,단호박수제비국,단호박수제비국,오징어젓갈,함박스테이크,배추김치,함박스테이크소스,방울토마토,2
20110706,수요일,,2,알감자버터구이,현미찹쌀밥,쇠고기미역국,닭야채볶음(떡),양배추,취나물된장무침,배추김치,엔요,,3
20110706,수요일,,3,자장라이스,달걀양파국,후르츠탕수육,실곤약무침,배추김치,단무지,바나나(손),,,2
20110707,목요일,,1,쌀밥,북어계란국,연두부/양념장,시금치나물,돈육김치볶음,깍두기,우유,사과,,3
20110707,목요일,,2,돈육콩나물밥/양념장,시레기된장국,떡양념치킨,배추김치,오이생채,친환경멜론,미숫가루,,,2
20110707,목요일,,3,꽁보리밥,청국장찌개,숙주나물,돼지수육,양파와사비절임,배추김치,비엔나토마토,상추/쌈장,,3
20110708,금요일,,1,전복죽/양념장,메추리알장조림,참나물미나리무침,배추김치,우유,사과,,,,2
20110708,금요일,,2,잡곡밥,김치콩나물국,오리불고기,옥수수야채계란찜,배추김치,체리,상추/쌈장,호박나물,,3
20110711,월요일,,1,쌀밥,버섯전골,두부조림,배추김치,시금치나물,우유,미니메이플피칸파이,오징어떡볶이,,3
20110711,월요일,,2,잡채볶음밥,북어콩나물국,상추겉절이,깍두기,참외,요플레,자장소스/쌀밥,애플파이,,2
20110711,월요일,,3,쌀밥,쇠고기미역국,닭야채볶음(떡),오꼬노미야끼,애호박나물,배추김치,사과(부사),,,3
20110712,화요일,,1,사과,쌀밥,감자국,함박스테이크,배추김치,우유,김구이(완제),멸치아몬드볶음,딸기파이,2
20110712,화요일,,2,쌀밥,곰탕,비빔만두,가자미구이,숙주나물,깍두기,참외,,,2
20110712,화요일,,3,새우살야채볶음밥,애호박된장찌개,배추김치,수박,미트스파게티,애플파이,,,,2
20110713,수요일,,1,쌀밥,꽃게탕,런천미트구이/케첩,배추김치,멜론,양배추,우유,애플파이,,3
20110713,수요일,,2,클로렐라쌀밥,맑은콩나물국,표고돼지갈비찜,김가루계란말이,총각김치,애호박나물,자두,,,3
20110713,수요일,,3,쌀밥,영계백숙마리,속배추겉절이,깍두기,수박,파인애플소르베,속배추겉절이,,,3
20110714,목요일,,1,쌀밥,북어계란국,참치김치볶음,비엔나꽈리볶음,석박지,콩나물무침(흰색),비엔나토마토,우유,딸기파이,3
20110715,금요일,,2,후라이드닭다리,김치말이국수,배추김치,미니메이플피칸파이,바이오거트,수박,,,,2
20110715,금요일,,3,잡곡밥,근대된장국,닭야채볶음(떡),알감자버터구이,숙주나물,배추김치,사과,,,2
20110716,토요일,,1,쌀밥,감자국,미트볼케첩조림,스크램블드에그,배추김치,오이생채,체리,,,3
20110716,토요일,,2,열무보리비빔밥/약고추장,강된장찌개,수박,깍두기,숙주나물,요구르트,미니메이플피칸파이,,,2
20110716,토요일,,3,검정콩밥,부대찌개,시금치나물,깐풍기(닭),배추김치,실곤약무침,사과,,,2
20110718,월요일,,1,우유,떡국,배추김치,사과,메추리알장조림,미니메이플피칸파이,베이컨감자채볶음,,,3
20110718,월요일,,2,쌀밥,다시마미소국,오리훈제/머스터드,무쌈,오이부추생채,배추김치,숙주나물,천도복숭아,,3
20110718,월요일,,3,쌀밥,버섯전골,도토리묵무침,배추김치,안동찜닭,방울토마토,무생채,,,3
20110719,화요일,,1,야채죽,돈육메추리알장조림,바나나(손),우유,미니메이플피칸파이,배추김치,파인애플,,,2
20110719,화요일,,2,쌀밥,북어콩나물국,닭야채볶음(떡),야채어묵조림,시금치나물,배추김치,수박,,,3
20110719,화요일,,3,삼겹살김치볶음밥,다시마미소국,달걀후라이,식빵피자토스트,깍두기,요구르트,과일샐러드,,,2
20110720,수요일,,1,잡곡밥,곰탕,버섯군만두(개),도라지 진미무침,배추김치,파인애플,우유,초코머핀,,3
20110725,월요일,,1,쌀밥,쇠고기미역국,브로컬리/초고추장,배추김치,바나나(손),우유,돈육김치볶음,숙주나물,,3
20110725,월요일,,2,물냉면,미니메이플피칸파이,총각김치,방울토마토,엔요,,,,,2
20110725,월요일,,3,쌀밥,추어탕,고등어()자반구이,무생채,배추김치,수박,계란떡볶이,,,3
20110726,화요일,,1,쌀밥,북어계란국,비엔나꽈리볶음,콩나물무침(흰색),참치김치볶음,석박지,우유,비엔나토마토,,3
20110726,화요일,,2,단호박카레라이스,계란파국,야채어묵조림,과일샐러드,배추김치,돌스위티오파인쥬스,,,,2
20110726,화요일,,3,현미찹쌀밥,쇠고기미역국,떡양념치킨,마카로니샐러드(햄),배추김치,감자채볶음,파인애플,,,
20110727,수요일,,1,볶음김치/김가루/계란,볶음김치/계란,치즈케익,유부된장국,깍두기,우유,사과,숙주나물,,
20110727,수요일,,2,쌀밥,미소된장국,등심돈까스/데리소스,양상추샐러드,실곤약무침,배추김치,방울토마토,,,
20110727,수요일,,3,뿌리채소밥,꽃게탕,숙주나물,닭다리구이,오이소박이(완제),총각김치,바나나(손),,,
20110728,목요일,,1,전복죽/양념장,딸기파이,메추리알장조림,참나물미나리무침,배추김치,우유,사과,,,
20110728,목요일,,2,쌀밥,쑥갓어묵국,낙지볶음,브로컬리/초고추장,배추김치,아이스홍시,김가루계란말이,,,
20110728,목요일,,3,김치말이국수,깍두기,요구르트,수박,찐옥수수,,,,,
20110729,금요일,,1,쌀밥,애호박된장찌개,오징어젓갈,감자채볶음,비엔나야채볶음,배추김치,우유,사과,,
20110729,금요일,,2,근대된장국,현미찹쌀밥,안동찜닭,콩나물무침(흰색),배추김치,수박,감자어묵조림,,,
20110801,월요일,,1,흑미찹쌀밥,근대된장국,감자채볶음,깐쇼새우/칠리소스,배추김치,우유,사과,양배추쌈,,
20110801,월요일,,2,엔요,물냉면,수박,깍두기,미니메이플피칸파이,,,,,
20110801,월요일,,3,쌀밥,경단미역국,도토리묵,콩나물무침(빨간색),조기구이/양념장,배추김치,요러케(창원과고),,,
20110802,화요일,,1,현미찹쌀밥,북어무채국,콩나물무침(흰색),낙지볶음,햄구이,바나나(손),배추김치,우유,,
20110802,화요일,,2,리쪼,쌀밥,시레기된장국,알감자조림,취나물된장무침,배추김치,해물찜(새우,오징어,낙지,
20110802,화요일,,3,비빔밥(계절),오징어두부국,깍두기,계란빵,아이스홍시,곤약어묵조림,,,,
20110803,수요일,,1,쌀밥,쑥갓어묵국,고등어()자반구이,오이생채,배추김치,자두,우유,메추리알떡볶이,,
20110803,수요일,,2,옥수수밥,머위된장무침,상추겉절이,왕찐만두/양념장,배추김치,미숫가루,추어탕,,,
20110803,수요일,,3,김치말이국수,깍두기,찐옥수수,요구르트,바나나(손),,,,,
20110804,목요일,,1,쌀밥,곰탕,도라지 진미무침,버섯군만두(개),배추김치,우유,방울토마토,초코머핀,,
20110804,목요일,,2,현미찹쌀밥,맑은콩나물국,돈등뼈김치찜,알감자버터구이,배추김치,사과,아삭이고추/쌈장,요러케(창원과고),,
20110804,목요일,,3,미트스파게티,새우살야채볶음밥,수박,깍두기,양상추샐러드,요구르트,유부된장국,,,
20110805,금요일,,1,쌀밥,꽃게탕,깍두기,닭야채볶음(떡),연두부/양념장,시금치나물,사과,우유,미니메이플피칸파이,
20110805,금요일,,2,쌀밥,시레기된장국,쫄면콩나물무침(주찬),버섯군만두(개),시금치나물,배추김치,치즈케익,,,
20110808,월요일,,1,쌀밥,감자국,함박스테이크,함박스테이크소스,멸치아몬드볶음,김구이(완제),배추김치,우유,고구마파이,바나나(손)
20110808,월요일,,2,열무보리비빔밥/약고추장,강된장찌개,배추김치,계란후라이,무생채,초코머핀,참외,,,
20110808,월요일,,3,뿌리채소밥,미트스파게티,유부된장국,오이피클,깍두기,수박,,,,
20110809,화요일,,1,쌀밥,애호박된장찌개,오징어젓갈,감자채볶음,비엔나야채볶음,배추김치,우유,사과,,
20110809,화요일,,2,쌀밥,참치김치찌개,돼지수육,양파와사비절임,깍두기,상추,오이고추,,,
20110809,화요일,,3,쌀밥,쇠고기미역국,등심돈까스/데리소스,도토리묵,실곤약무침,배추김치,,,,
20110810,수요일,,1,현미찹쌀밥,버섯전골,시금치나물,닭다리알감자조림,총각김치,바나나(손),우유,,,
20110810,수요일,,2,쌀밥,팽이된장국,후르츠탕수육,알감자버터구이,배추김치,요러케(창원과고),콩나물겨자무침,,,
20110810,수요일,,3,치즈케익,잔치국수,깍두기,수박,요구르트,,,,,
20110811,목요일,,1,쌀밥,유부된장국,피자치즈코든블루/데리소스,브로컬리/초고추장,배추김치,우유,숙주나물,사과,,
20110811,목요일,,2,쌀밥,애호박된장찌개,닭야채볶음(떡),숙주나물,배추김치,도토리묵무침,리쪼,,,
20110811,목요일,,3,카레라이스,계란파국,딸기우유빙수,깍두기,멸치볶음,바나나(손),,,,
20110812,금요일,,1,쌀밥,물만두국,호두아몬드볶음,스크램블드에그,삼색소시지통구이/케첩,배추김치,우유,,,
20110812,금요일,,2,옥수수밥,부대찌개,송이버섯볶음,갈치구이/양념장,애호박나물,깍두기,요구르트,,,
20110816,화요일,,1,함박스테이크,취나물된장무침,배추김치,쌀밥,시레기된장국,함박스테이크소스,우유,치즈케익,,
20110816,화요일,,2,닭갈비야채볶음밥,계란파국,깍두기,오미자쥬스,자두,핫도그,,,,
20110816,화요일,,3,쌀밥,시레기된장국,생선까스(구암),붉은오이무침,배추김치,곤약어묵조림,사과,,,
20110817,수요일,,1,쌀밥,꽃게탕,알감자조림,런천미트야채볶음,양배추쌈,배추김치,우유,바나나(손),,
20110817,수요일,,2,쌀밥,쇠고기미역국,떡양념치킨,도토리묵무침,배추김치,엔요,들깨찜(창원과고),,,
20110817,수요일,,3,쌀밥,선동명태살콩나물국,라볶이,당면김말이,배추김치,애호박나물,,,,
20110818,목요일,,1,삼겹살버섯볶음,시금치나물,배추김치,우유,쌀밥,맑은콩나물국,사과,,,
20110818,목요일,,2,날치알김치볶음밥,계란파국,깍두기,브리또,바나나(손),요구르트,,,,
20110818,목요일,,3,현미찹쌀밥,물만두국,닭야채볶음(떡),들깨가루고구마줄기볶음,멸치볶음,깍두기,미숫가루,,,
20110819,금요일,,1,흑미찹쌀밥,우유,오징어젓갈,배추김치,비엔나야채볶음,단호박수제비국,단호박수제비국,사과,,
20110819,금요일,,2,현미찹쌀밥,돈육메추리알장조림,시금치나물,무생채,배추김치,장어추어탕,요러케(창원과고),,,
20110822,월요일,,1,쌀밥,볶음김치/김가루/계란,유부된장국,깍두기,우유,파인애플,초코머핀,계란후라이,,
20110822,월요일,,2,쌀밥,애호박된장찌개,계란찜,도라지오이무침,오징어볶음,배추김치,수박,,,
20110822,월요일,,3,갈비산적아채볶음밥,계란파국,깍두기,오미자쥬스,사과,초코머핀,,,,
